"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
"23.0","39.0"
